Date (yyyy.mm),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
2016.09,7.93153102061603e-08,3.9273976871269687e-07,6.249492188016538e-08,0.11521184474364765,0.025381486559337415,14.035618097810813,10.574798822069239,0.15081069576950712,0.055453321545352124,0.20626401686748475
2016.10,4.468006333422117e-08,2.0599879212738513e-07,3.2200927077252176e-08,0.085406642829127,0.019155516979127648,12.639108695510227,10.665284905894787,0.11464202793844863,0.04086516682696793,0.15550719503088456
2016.11,1.9541386496382453e-08,7.323112307769216e-08,9.177249027668712e-09,0.05406481164794036,0.011403862806100088,10.383190410952416,9.84015225471147,0.07882497535728267,0.029048227301179005,0.10787320205411184
2016.12,9.328802138546413e-09,2.6605579866220482e-08,2.079927123881615e-09,0.0309336574111214,0.005129776602775634,8.416858417979562,8.62737591146089,0.05422045650499291,0.01816614315205601,0.07238659961168634
2017.01,9.3318801803591e-09,5.360020608787554e-08,4.996952451205121e-09,0.04255152377510821,0.005980123435906412,6.107417754937917,7.151047118328731,0.04015116557664287,0.01674889202823229,0.05690005740624826
2017.02,1.616020201739825e-08,1.2177945542404744e-07,1.6580177192926756e-08,0.07512045209533201,0.012865797001974839,5.126270359025916,5.82789688283323,0.0373802512899749,0.025805518088450552,0.06318576940567813
2017.03,6.252410077782717e-08,3.092897991902654e-07,6.99583853105633e-08,0.15645683758255657,0.040563999984418446,5.332370425041853,5.572817027352217,0.052551744709356536,0.05642740785742163,0.10897915298064942
2017.04,1.4220676661200142e-07,6.421798865623616e-07,1.5167194358163732e-07,0.22164001558135468,0.06718923855674311,6.301359990121185,6.023762408958923,0.11700233251389056,0.08162506063180874,0.19862739301625307
2017.05,1.9792348962565593e-07,9.541432303873014e-07,1.6442774170404646e-07,0.236128697036111,0.06146227642607993,8.437428326870009,6.676843966409899,0.2211761952317891,0.09037242337456072,0.3115486168408606
2017.06,1.7852601048110574e-07,9.197689915862565e-07,1.5272297101566983e-07,0.20786860281234557,0.04788423776200312,11.614726135866544,7.562952651051678,0.23880965595555145,0.087355512246735,0.32616516835318105
2017.07,1.4510250503365278e-07,8.15517216852566e-07,1.2073111036837002e-07,0.1752214819045439,0.035971976259740204,14.10881407375881,8.544759546615238,0.21620605724212488,0.07645228973502931,0.2926583462067508
2017.08,1.139409411751144e-07,6.076142922912616e-07,9.477570981620087e-08,0.14678173307649572,0.0313443294483701,14.95049246147292,9.619488426670008,0.18058612855546133,0.06736234719399614,0.24794847704393524
2017.09,7.979387461357496e-08,4.047002554432486e-07,6.808591632370513e-08,0.11492889506139188,0.02615828515718928,13.903383219504178,10.398168022177261,0.14494249193615455,0.053807776731614916,0.1987502673059778
2017.10,5.368417407640575e-08,2.39302766710615e-07,4.278114045879217e-08,0.09490094336148763,0.023268927109886536,11.938389719601005,10.208404281735485,0.12106396054580723,0.042943917616330284,0.1640078762808661
2017.11,2.0472258149315467e-08,5.880184161675659e-08,6.115984808950812e-09,0.052902892388304625,0.010717542356440506,10.134542410727464,9.605843439193128,0.0861832904958919,0.027379213840977995,0.11356250514481633
2017.12,9.324745092810585e-09,2.8348356534343314e-08,1.7671735300094381e-09,0.03215227354536362,0.004625765863670244,8.467426537187855,8.729249579093672,0.05494603903008201,0.017164073495356345,0.0721101122377757
2018.01,6.860976452111853e-09,4.2673489653123225e-08,3.1445817175389066e-09,0.033382323712818275,0.003982853928844532,7.42877192387872,7.820543482658621,0.039247986724210975,0.014535093489330886,0.05378307969080508
2018.02,1.8734121693397287e-08,1.5077686999794063e-07,1.984896749559831e-08,0.08345039562834154,0.013303138581681898,6.7101558381555835,7.283752606848305,0.035575402810498924,0.027904855375373672,0.0634802580477117
2018.03,7.396921826959823e-08,3.439214311798059e-07,7.531998925800622e-08,0.15790748922198075,0.04012190556453503,6.2565907067165725,6.935191740564098,0.06402727742624947,0.05716007494586169,0.12118735324056702
2018.04,1.1942257250393111e-07,6.150227274365076e-07,1.3454918462970703e-07,0.20001718453509268,0.05873265210120668,6.59750260368123,6.886684175778964,0.129985363262322,0.07802503192899447,0.20801039755770986
2018.05,1.7761367323824464e-07,9.369362292879815e-07,1.7953011529680353e-07,0.22745727730540774,0.06146305410045816,8.627472300653052,7.320287552834468,0.21426371747168674,0.08776436130535617,0.30202808003433557
2018.06,1.7068607067547837e-07,1.0072442948118644e-06,1.5184804814923107e-07,0.20532508569124655,0.0443523816097606,12.710006978471915,8.164165363651101,0.235528587118862,0.08566376245329493,0.3211923495348017
2018.07,1.569827665496503e-07,8.474688636818229e-07,1.325116693797771e-07,0.17970832332070294,0.03936272251186026,15.31747999705648,9.09075051033956,0.22059411289833408,0.08023107116838253,0.30082518430857336
2018.08,1.146287370100522e-07,6.001542200071207e-07,9.523144620829208e-08,0.14187171899365936,0.03140759551799463,15.314014586541838,10.119013355756918,0.1842658503862255,0.06789956941055915,0.2521654203350365
2018.09,8.665736529949521e-08,4.2829192352219747e-07,7.394720696061813e-08,0.11991880819062817,0.028045871788491834,14.155767093881375,10.93080661305394,0.15416485883235037,0.05708555338297682,0.2112504116866631
2018.10,4.565075161839377e-08,1.9177330897276955e-07,3.155985933117993e-08,0.08131375908486589,0.01912023992726889,12.76441282348614,10.944615947484744,0.11768438623480255,0.03941927338347038,0.15710365965636083
2018.11,1.7512402651611684e-08,5.578423405523588e-08,5.507286199336651e-09,0.047632029143904575,0.00923648100568449,11.246935004273197,10.429192595042265,0.07762767065542373,0.02617555848801225,0.103803229627416
2018.12,9.303253244745479e-09,3.20495234013443e-08,2.3109195890523022e-09,0.03276678799941805,0.004729567551324049,9.247873230069509,9.12914287071741,0.05100012359100233,0.017747873820679726,0.06874799695851964
2019.01,7.858132884971964e-09,5.45080774783769e-08,4.477688777452648e-09,0.03721812411327944,0.004611546644945763,8.142143426294531,8.298596253508281,0.03753748512603224,0.015549174963888789,0.05308666025729223
2019.02,2.143802830723284e-08,1.6379616039045854e-07,2.2632655692092414e-08,0.08696145696907458,0.014133000305811699,7.419975369832768,7.7194334903945325,0.03559125772907816,0.028637837499226135,0.06422909528734175
2019.03,6.420225474993832e-08,3.096934581393061e-07,6.814243473635347e-08,0.1454422434368724,0.03748454504820043,6.6252527930796,7.1409753794621125,0.06157477337223867,0.05587596430576689,0.11745073705941185
2019.04,1.4617943541700048e-07,6.575789296159402e-07,1.5812972407814277e-07,0.21079635305395272,0.06387522581531384,6.900200196621337,7.017655923608831,0.14110218126376856,0.075424452849358,0.2165266344530561
2019.05,1.7793408786484397e-07,1.0221177443921707e-06,1.7431402918555412e-07,0.23025275023489905,0.0567857685181414,9.348704580025194,7.600468787340073,0.2153170531903585,0.08713008253272737,0.30244713464579526
2019.06,1.72844945214897e-07,9.584853002596472e-07,1.4699444661629323e-07,0.2028517442376414,0.043481277611635685,13.17714823950519,8.429637129203165,0.2316265290507586,0.08586428459371154,0.31749081426646003
2019.07,1.3741694013212664e-07,7.666349343818403e-07,1.1880978584974655e-07,0.17179579136738696,0.03722885426856914,15.1200755970082,9.295282604306571,0.20170843982305686,0.07803321003759435,0.2797416514859481
2019.08,1.0955760204310819e-07,5.871328411774001e-07,8.873269627979714e-08,0.13781096042472474,0.02967050447711235,16.86210795576208,10.174570468251801,0.17366992669885647,0.06606981612601229,0.23973974305148493
2019.09,8.467888809058483e-08,4.401992189326696e-07,6.970335612852396e-08,0.11860611355129752,0.026630325580398725,15.707122999588593,10.730820198986113,0.1463622455925994,0.05844536906914106,0.2048076141247279
2019.10,4.215266359756411e-08,1.9975073090839855e-07,3.0618283847496484e-08,0.08335765291768928,0.018765748774844562,12.87391170110923,10.749859498941483,0.11002951174379755,0.039161353716160814,0.14919086511569443
2019.11,1.7898594603985644e-08,5.6795438297415477e-08,6.051563209343604e-09,0.04828857596459829,0.0097563726306519,11.306245857250355,10.308774583767837,0.0759478202560104,0.027349295685003147,0.1032971159740435
2019.12,8.56997738843512e-09,2.547165350836287e-08,1.484267979197899e-09,0.02881103313487278,0.004161754807267313,10.035398788984832,9.594084115058289,0.048661366601055626,0.016649199281989362,0.06531056627511427
2020.01,7.089411803228812e-09,4.5013602115731773e-08,3.556443966775004e-09,0.03132297433332865,0.0038393025194810295,8.520229414652121,8.562962676407432,0.034863529558477935,0.013583443689802112,0.04844697318135897
2020.02,1.8971188852351287e-08,1.5007450217600783e-07,1.9646080628055182e-08,0.08076804282717781,0.012229545174545465,7.625055904459841,7.798807912688876,0.031210340533757458,0.02550007148250167,0.056710412451216705
2020.03,6.494412250827069e-08,3.58352468386875e-07,7.50061079253984e-08,0.15855946758212067,0.03801883042592764,7.319728311010627,7.396403180978391,0.05166889901768174,0.05560858203193651,0.10727748134948166
2020.04,1.433413487371104e-07,6.775632291148446e-07,1.4472521968777293e-07,0.21231799935950363,0.06113837496537786,7.618512855288192,7.396006677215916,0.13263189761093044,0.08357386985743445,0.21620576656066698
2020.05,1.5571709972145534e-07,8.561018413722095e-07,1.6120830403280184e-07,0.20568634876277678,0.054268689352929056,9.340962730085602,7.966791330301766,0.19388081872564036,0.08604670652968224,0.2799275254796838
2020.06,1.744706572995124e-07,9.99060623684266e-07,1.6413611294705398e-07,0.21165036739910068,0.04914366052024133,12.878530012868001,8.73963677645346,0.23101548308480796,0.08473555489879771,0.31575103802134924
2020.07,1.4577565198338106e-07,7.984204431346993e-07,1.207924824971832e-07,0.1730654912113949,0.03698417419205365,15.970844949317103,9.703952826641322,0.20795324594238518,0.07706058669365633,0.28501383194445207
2020.08,1.0769059102086492e-07,5.940278544291143e-07,9.280565414694533e-08,0.14087675172653874,0.030619394443227914,15.354835782717135,10.659418247206496,0.17240345753360972,0.06589964133356656,0.23830309863790564
2020.09,8.35769242128511e-08,4.3192981925147806e-07,6.806997706710393e-08,0.1174640918912324,0.02578037471049522,14.903671142207903,11.023265240612952,0.14832138946481177,0.056194174507420945,0.20451556499796925
2020.10,4.68386517581382e-08,2.1667820296798467e-07,3.584572224101182e-08,0.08337722070363861,0.01955978310260074,12.969692132891854,10.853392939283873,0.11182581713046154,0.04132283462286712,0.15314865243824283
2020.11,1.9313683935692632e-08,7.268958100022618e-08,8.668857734932965e-09,0.05066838957556181,0.010585514360128919,11.041278972742372,10.285611908092559,0.07741847809598597,0.0256640704376002,0.10308254780430133
2020.12,9.874652572765073e-09,3.80501091723551e-08,3.436325208628767e-09,0.03666487363515049,0.005923797069987374,8.519986101160104,8.811555562239148,0.05288151725515559,0.018586617821135933,0.07146813497294632
2021.01,7.817382065490611e-09,4.245550076406802e-08,3.895271620799689e-09,0.034887462994457635,0.005088965182139382,7.016191772605496,7.641692672359477,0.04076491161936908,0.016297944884774977,0.057062856761222816
2021.02,2.140347486513872e-08,1.7776495439733648e-07,2.405124696656939e-08,0.08850093723391152,0.014357144406945903,6.444877803836976,6.903377832837724,0.03579881880525341,0.026923557765336698,0.06272237740526501
2021.03,7.693875161959077e-08,3.159549239743331e-07,7.771702991956775e-08,0.1541403715994012,0.04401660719443505,5.762009051402805,6.372670559723114,0.06368553998285598,0.061665521070307074,0.1253510607078188
2021.04,1.164786123649754e-07,5.792550050666403e-07,1.4087551306189802e-07,0.20529844773445086,0.06508518194628216,6.164765715051177,6.407219762601514,0.12357807591501083,0.07754787092492307,0.201125946636913
